Title,Location,Price,Area,BHK
5 BHK Apartment - Lady Midnight (The Dark Artifices #1),Pune,17364148.0,2800,5
"2 BHK Apartment - It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Bhopal,7067377.0,1000,2
5 BHK Apartment - Island of Dragons (Unwanteds #7),Ghaziabad,8782123.0,1000,5
2 BHK Apartment - I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Delhi,17167725.0,2800,2
5 BHK Apartment - I Am Pilgrim (Pilgrim #1),Mumbai,12552533.0,1500,5
"2 BHK Apartment - Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Delhi,9853980.0,1200,2
"4 BHK Apartment - Hush, Hush (Hush, Hush #1)",Delhi,7433578.0,500,4
2 BHK Apartment - Hold Your Breath (Search and Rescue #1),Kolkata,9965122.0,1500,2
3 BHK Apartment - Hamilton: The Revolution,Ghaziabad,10180474.0,1500,3
1 BHK Apartment - Greek Mythic History,Kolkata,15455415.0,2800,1
5 BHK Apartment - God: The Most Unpleasant Character in All Fiction,Bangalore,9065248.0,800,5
5 BHK Apartment - Glory over Everything: Beyond The Kitchen House,Kolkata,7715457.0,800,5
1 BHK Apartment - Feathers: Displays of Brilliant Plumage,Faridabad,6681126.0,800,1
"5 BHK Apartment - Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Kolkata,7125422.0,650,5
5 BHK Apartment - Every Last Word,Ghaziabad,12115738.0,1800,5
4 BHK Apartment - Eligible (The Austen Project #4),Bangalore,10362895.0,1200,4
1 BHK Apartment - El Deafo,Bhopal,10507864.0,1800,1
2 BHK Apartment - Eight Hundred Grapes,Jaipur,8475872.0,1200,2
"3 BHK Apartment - Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Bhopal,11141879.0,1800,3
"3 BHK Apartment - Eat Fat, Get Thin",Jaipur,6155727.0,650,3
4 BHK Apartment - Don't Get Caught,Noida,8096706.0,800,4
2 BHK Apartment - Doctor Sleep (The Shining #2),Bangalore,9040977.0,1000,2
5 BHK Apartment - Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Bangalore,10516164.0,1200,5
1 BHK Apartment - Dear Mr. Knightley,Hyderabad,10044987.0,1500,1
3 BHK Apartment - Daily Fantasy Sports,Kolkata,16229873.0,2800,3
3 BHK Apartment - Crazy Love: Overwhelmed by a Relentless God,Jaipur,10091422.0,1500,3
2 BHK Apartment - Cometh the Hour (The Clifton Chronicles #6),Gurgaon,7919489.0,800,2
1 BHK Apartment - Code Name Verity (Code Name Verity #1),Kolkata,7543452.0,1000,1
5 BHK Apartment - Clockwork Angel (The Infernal Devices #1),Kolkata,8524819.0,1000,5
2 BHK Apartment - City of Glass (The Mortal Instruments #3),Jaipur,12853284.0,2200,2
4 BHK Apartment - City of Fallen Angels (The Mortal Instruments #4),Chennai,8308233.0,1000,4
1 BHK Apartment - City of Bones (The Mortal Instruments #1),Jaipur,12626390.0,2200,1
3 BHK Apartment - City of Ashes (The Mortal Instruments #2),Gurgaon,10041539.0,1200,3
2 BHK Apartment - Cell,Hyderabad,6673659.0,650,2
3 BHK Apartment - Catching Jordan (Hundred Oaks),Pune,8735663.0,1000,3
"1 BHK Apartment - Carry On, Warrior: Thoughts on Life Unarmed",Gurgaon,13970866.0,2200,1
5 BHK Apartment - Carrie,Pune,10218503.0,1200,5
3 BHK Apartment - Buying In: The Secret Dialogue Between What We Buy and Who We Are,Pune,6416236.0,500,3
3 BHK Apartment - Brain on Fire: My Month of Madness,Noida,8620421.0,1000,3
3 BHK Apartment - Batman: Europa,Faridabad,13439078.0,2200,3
1 BHK Apartment - Barefoot Contessa Back to Basics,Mumbai,11317923.0,1500,1
4 BHK Apartment - Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Jaipur,10158920.0,1500,4
5 BHK Apartment - Balloon Animals,Bhopal,11799612.0,1800,5
2 BHK Apartment - Art Ops Vol. 1,Mumbai,8013876.0,650,2
1 BHK Apartment - Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Jaipur,8168614.0,1200,1
5 BHK Apartment - Angels Walking (Angels Walking #1),Indore,11843676.0,1800,5
4 BHK Apartment - Angels & Demons (Robert Langdon #1),Bhopal,11304744.0,1800,4
4 BHK Apartment - All the Light We Cannot See,Indore,10306484.0,1500,4
"4 BHK Apartment - Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Kolkata,8439265.0,1000,4
4 BHK Apartment - Abstract City,Noida,12610065.0,1800,4
3 BHK Apartment - A Time of Torment (Charlie Parker #14),Mumbai,7503591.0,500,3
2 BHK Apartment - A Study in Scarlet (Sherlock Holmes #1),Kolkata,15920320.0,2800,2
"4 BHK Apartment - A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Bangalore,8043750.0,650,4
3 BHK Apartment - A People's History of the United States,Noida,7996590.0,800,3
2 BHK Apartment - A Man Called Ove,Hyderabad,8243650.0,1000,2
3 BHK Apartment - A Distant Mirror: The Calamitous 14th Century,Mumbai,13466248.0,1800,3
1 BHK Apartment - A Brush of Wings (Angels Walking #3),Delhi,7220786.0,650,1
4 BHK Apartment - 1491: New Revelations of the Americas Before Columbus,Bangalore,7247183.0,500,4
"4 BHK Apartment - The Three Searches, Meaning, and the Story",Jaipur,5915211.0,500,4
2 BHK Apartment - Searching for Meaning in Gailana,Bhopal,12415138.0,2200,2
2 BHK Apartment - Rook,Bangalore,12374642.0,1800,2
2 BHK Apartment - My Kitchen Year: 136 Recipes That Saved My Life,Noida,6756401.0,650,2
1 BHK Apartment - 13 Hours: The Inside Account of What Really Happened In Benghazi,Ghaziabad,5863993.0,650,1
5 BHK Apartment - Will You Won't You Want Me?,Bhopal,11794676.0,1800,5
4 BHK Apartment - Tipping Point for Planet Earth: How Close Are We to the Edge?,Ghaziabad,7447453.0,800,4
2 BHK Apartment - The Star-Touched Queen,Jaipur,10912808.0,1800,2
2 BHK Apartment - The Silent Sister (Riley MacPherson #1),Pune,5893580.0,500,2
3 BHK Apartment - The Midnight Watch: A Novel of the Titanic and the Californian,Faridabad,13600882.0,2200,3
1 BHK Apartment - The Lonely City: Adventures in the Art of Being Alone,Chandigarh,12508552.0,2200,1
4 BHK Apartment - The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Faridabad,6052910.0,500,4
2 BHK Apartment - The Golden Condom: And Other Essays on Love Lost and Found,Bhopal,6358418.0,800,2
5 BHK Apartment - The Epidemic (The Program 0.6),Chennai,6359547.0,500,5
5 BHK Apartment - The Dinner Party,Mumbai,9318079.0,800,5
1 BHK Apartment - The Diary of a Young Girl,Faridabad,6811083.0,800,1
4 BHK Apartment - The Children,Bhopal,15729767.0,2800,4
2 BHK Apartment - Stars Above (The Lunar Chronicles #4.5),Hyderabad,11770795.0,1800,2
5 BHK Apartment - Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Chennai,14378280.0,2200,5
3 BHK Apartment - Raspberry Pi Electronics Projects for the Evil Genius,Bhopal,8389333.0,1200,3
4 BHK Apartment - Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Pune,8156622.0,800,4
5 BHK Apartment - Psycho: Sanitarium (Psycho #1.5),Delhi,12384921.0,1500,5
5 BHK Apartment - Poisonous (Max Revere Novels #3),Bhopal,13698034.0,2200,5
1 BHK Apartment - One with You (Crossfire #5),Bhopal,7665383.0,1200,1
4 BHK Apartment - No Love Allowed (Dodge Cove #1),Faridabad,16493195.0,2800,4
3 BHK Apartment - Murder at the 42nd Street Library (Raymond Ambler #1),Bangalore,10282667.0,1200,3
5 BHK Apartment - Most Wanted,Bhopal,7080055.0,800,5
"5 BHK Apartment - Love, Lies and Spies",Jaipur,6108790.0,500,5
2 BHK Apartment - How to Speak Golf: An Illustrated Guide to Links Lingo,Mumbai,13218608.0,1800,2
3 BHK Apartment - Hide Away (Eve Duncan #20),Gurgaon,9770449.0,1200,3
2 BHK Apartment - Furiously Happy: A Funny Book About Horrible Things,Gurgaon,16622902.0,2800,2
3 BHK Apartment - Everyday Italian: 125 Simple and Delicious Recipes,Gurgaon,6904064.0,500,3
2 BHK Apartment - Equal Is Unfair: America's Misguided Fight Against Income Inequality,Bangalore,7374879.0,650,2
3 BHK Apartment - Eleanor & Park,Jaipur,6382114.0,650,3
5 BHK Apartment - Dirty (Dive Bar #1),Faridabad,7766686.0,800,5
1 BHK Apartment - Can You Keep a Secret? (Fear Street Relaunch #4),Bhopal,6839589.0,1000,1
1 BHK Apartment - Boar Island (Anna Pigeon #19),Chandigarh,9469498.0,1500,1
5 BHK Apartment - A Paris Apartment,Ghaziabad,16773959.0,2800,5
"2 BHK Apartment - A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Kolkata,15968788.0,2800,2
5 BHK Apartment - Troublemaker: Surviving Hollywood and Scientology,Delhi,9020340.0,800,5
4 BHK Apartment - The Widow,Ghaziabad,8450100.0,1000,4
"5 BHK Apartment - The Sleep Revolution: Transforming Your Life, One Night at a Time",Faridabad,7123477.0,650,5
5 BHK Apartment - The Improbability of Love,Jaipur,13975445.0,2200,5
5 BHK Apartment - The Art of Startup Fundraising,Hyderabad,9014804.0,1000,5
3 BHK Apartment - Take Me Home Tonight (Rock Star Romance #3),Chennai,6678218.0,650,3
2 BHK Apartment - Sleeping Giants (Themis Files #1),Gurgaon,16657295.0,2800,2
"1 BHK Apartment - Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Pune,7907798.0,1000,1
3 BHK Apartment - Playing with Fire,Faridabad,13782388.0,2200,3
3 BHK Apartment - Off the Hook (Fishing for Trouble #1),Kolkata,11665281.0,1800,3
5 BHK Apartment - Mothering Sunday,Faridabad,7302082.0,650,5
"4 BHK Apartment - Mother, Can You Not?",Jaipur,6649341.0,650,4
1 BHK Apartment - M Train,Chandigarh,8208028.0,1200,1
2 BHK Apartment - Lilac Girls,Indore,8145202.0,1200,2
3 BHK Apartment - Lies and Other Acts of Love,Ghaziabad,13675039.0,2200,3
5 BHK Apartment - Lab Girl,Chennai,16931580.0,2800,5
2 BHK Apartment - Keep Me Posted,Gurgaon,16789978.0,2800,2
4 BHK Apartment - It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Ghaziabad,6739561.0,650,4
3 BHK Apartment - Grey (Fifty Shades #4),Ghaziabad,16278218.0,2800,3
"3 BHK Apartment - Exit, Pursued by a Bear",Noida,7240413.0,650,3
5 BHK Apartment - Daredevils,Kolkata,14135113.0,2200,5
4 BHK Apartment - Cravings: Recipes for What You Want to Eat,Ghaziabad,16349725.0,2800,4
1 BHK Apartment - Born for This: How to Find the Work You Were Meant to Do,Hyderabad,7974580.0,1000,1
3 BHK Apartment - Arena,Faridabad,16138288.0,2800,3
5 BHK Apartment - Adultery,Jaipur,7546482.0,800,5
2 BHK Apartment - A Mother's Reckoning: Living in the Aftermath of Tragedy,Ghaziabad,15974763.0,2800,2
3 BHK Apartment - A Gentleman's Position (Society of Gentlemen #3),Chennai,9158883.0,1200,3
2 BHK Apartment - 11/22/63,Chennai,6212042.0,650,2
"5 BHK Apartment - 10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Chennai,9799884.0,1200,5
1 BHK Apartment - 10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Gurgaon,16566885.0,2800,1
4 BHK Apartment - Without Shame,Chennai,12288134.0,1800,4
2 BHK Apartment - Watchmen,Chandigarh,12926275.0,2200,2
3 BHK Apartment - Unlimited Intuition Now,Gurgaon,7980782.0,800,3
3 BHK Apartment - Underlying Notes,Indore,8487762.0,1200,3
2 BHK Apartment - The Shack,Pune,10388859.0,1500,2
5 BHK Apartment - The New Brand You: Your New Image Makes the Sale for You,Chennai,17055065.0,2800,5
"4 BHK Apartment - The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Faridabad,12130179.0,1800,4
4 BHK Apartment - The Flowers Lied,Faridabad,9398991.0,1200,4
"2 BHK Apartment - The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Chennai,7864577.0,1000,2
2 BHK Apartment - The Book of Mormon,Delhi,6660340.0,500,2
1 BHK Apartment - The Art and Science of Low Carbohydrate Living,Noida,16293957.0,2800,1
1 BHK Apartment - The Alien Club,Indore,7773824.0,1200,1
1 BHK Apartment - Suzie Snowflake: One beautiful flake (a self-esteem story),Faridabad,11058038.0,1800,1
2 BHK Apartment - Nap-a-Roo,Indore,6238645.0,800,2
"2 BHK Apartment - NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Jaipur,12808775.0,2200,2
1 BHK Apartment - Modern Day Fables,Chennai,8599098.0,1200,1
5 BHK Apartment - If I Gave You God's Phone Number....: Searching for Spirituality in America,Faridabad,7171360.0,650,5
"5 BHK Apartment - Fruits Basket, Vol. 9 (Fruits Basket #9)",Hyderabad,6635217.0,500,5
4 BHK Apartment - Dress Your Family in Corduroy and Denim,Jaipur,13657185.0,2200,4
3 BHK Apartment - Don't Forget Steven,Gurgaon,8034186.0,800,3
3 BHK Apartment - Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Pune,12061802.0,1800,3
3 BHK Apartment - Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Jaipur,13038883.0,2200,3
4 BHK Apartment - A Shard of Ice (The Black Symphony Saga #1),Bhopal,11219695.0,1800,4
5 BHK Apartment - A Hero's Curse (The Unseen Chronicles #1),Ghaziabad,8726707.0,1000,5
5 BHK Apartment - 23 Degrees South: A Tropical Tale of Changing Whether...,Ghaziabad,7037454.0,650,5
"1 BHK Apartment - Zero to One: Notes on Startups, or How to Build the Future",Chandigarh,15438546.0,2800,1
3 BHK Apartment - Why Not Me?,Indore,9809343.0,1500,3
5 BHK Apartment - When Breath Becomes Air,Pune,11438117.0,1500,5
4 BHK Apartment - Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Faridabad,6833004.0,650,4
5 BHK Apartment - The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Noida,17656187.0,2800,5
3 BHK Apartment - The New Drawing on the Right Side of the Brain,Faridabad,10253480.0,1500,3
"3 BHK Apartment - The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Ghaziabad,6680828.0,650,3
1 BHK Apartment - The Martian (The Martian #1),Bangalore,6405796.0,500,1
1 BHK Apartment - The High Mountains of Portugal,Hyderabad,6906740.0,800,1
1 BHK Apartment - The Grownup,Jaipur,5718913.0,650,1
3 BHK Apartment - The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Mumbai,15297990.0,2200,3
5 BHK Apartment - South of Sunshine,Delhi,13722611.0,1800,5
1 BHK Apartment - Smarter Faster Better: The Secrets of Being Productive in Life and Business,Bangalore,16825284.0,2800,1
2 BHK Apartment - Silence in the Dark (Logan Point #4),Gurgaon,9448906.0,1200,2
4 BHK Apartment - Shadows of the Past (Logan Point #1),Indore,11428151.0,1800,4
2 BHK Apartment - Roller Girl,Gurgaon,16658992.0,2800,2
5 BHK Apartment - Rising Strong,Bhopal,6030652.0,500,5
2 BHK Apartment - Proofs of God: Classical Arguments from Tertullian to Barth,Chennai,7185419.0,800,2
1 BHK Apartment - Please Kill Me: The Uncensored Oral History of Punk,Gurgaon,16667950.0,2800,1
3 BHK Apartment - Out of Print: City Lights Spotlight No. 14,Chandigarh,6818147.0,800,3
5 BHK Apartment - My Life Next Door (My Life Next Door ),Bangalore,12222124.0,1500,5
3 BHK Apartment - Miller's Valley,Chandigarh,5575024.0,500,3
4 BHK Apartment - Man's Search for Meaning,Faridabad,9533360.0,1200,4
"4 BHK Apartment - Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Faridabad,6230502.0,500,4
2 BHK Apartment - Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Chandigarh,12876830.0,2200,2
5 BHK Apartment - Les Fleurs du Mal,Hyderabad,8253516.0,800,5
4 BHK Apartment - Left Behind (Left Behind #1),Chandigarh,6696681.0,650,4
5 BHK Apartment - Kill 'Em and Leave: Searching for James Brown and the American Soul,Noida,8552266.0,800,5
3 BHK Apartment - Kierkegaard: A Christian Missionary to Christians,Kolkata,16176762.0,2800,3
2 BHK Apartment - John Vassos: Industrial Design for Modern Life,Noida,9407850.0,1200,2
1 BHK Apartment - I'll Give You the Sun,Delhi,8813140.0,1000,1
4 BHK Apartment - I Will Find You,Bhopal,6394394.0,650,4
2 BHK Apartment - Hystopia: A Novel,Hyderabad,16274084.0,2800,2
5 BHK Apartment - Howl and Other Poems,Chennai,12277379.0,1800,5
4 BHK Apartment - History of Beauty,Bangalore,11717540.0,1500,4
2 BHK Apartment - Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Indore,12601032.0,2200,2
4 BHK Apartment - Future Shock (Future Shock #1),Jaipur,10399715.0,1500,4
4 BHK Apartment - Ender's Game (The Ender Quintet #1),Delhi,10539582.0,1200,4
3 BHK Apartment - Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Gurgaon,9096785.0,1000,3
2 BHK Apartment - Death by Leisure: A Cautionary Tale,Delhi,9254283.0,1000,2
4 BHK Apartment - Brilliant Beacons: A History of the American Lighthouse,Chandigarh,9209832.0,1200,4
3 BHK Apartment - Brazen: The Courage to Find the You That's Been Hiding,Jaipur,13089325.0,2200,3
3 BHK Apartment - Between the World and Me,Indore,12803015.0,2200,3
5 BHK Apartment - Being Mortal: Medicine and What Matters in the End,Ghaziabad,12106288.0,1800,5
"2 BHK Apartment - A Murder Over a Girl: Justice, Gender, Junior High",Delhi,11218320.0,1500,2
2 BHK Apartment - 32 Yolks,Delhi,11544208.0,1500,2
"3 BHK Apartment - ""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Kolkata,16020552.0,2800,3
1 BHK Apartment - You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Delhi,12345827.0,1800,1
4 BHK Apartment - Wildlife of New York: A Five-Borough Coloring Book,Indore,6809283.0,800,4
3 BHK Apartment - What Happened on Beale Street (Secrets of the South Mysteries #2),Faridabad,16280433.0,2800,3
1 BHK Apartment - Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Delhi,8064465.0,800,1
1 BHK Apartment - Under the Tuscan Sun,Kolkata,7355709.0,1000,1
2 BHK Apartment - Toddlers Are A**holes: It's Not Your Fault,Faridabad,7733239.0,1000,2
4 BHK Apartment - The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Indore,7018844.0,800,4
5 BHK Apartment - The Whale,Hyderabad,7525415.0,650,5
5 BHK Apartment - The Story of Art,Noida,12879226.0,1800,5
3 BHK Apartment - The Origin of Species,Faridabad,10594949.0,1500,3
3 BHK Apartment - The Great Gatsby,Mumbai,8225781.0,650,3
4 BHK Apartment - The Good Girl,Delhi,8617390.0,800,4
2 BHK Apartment - The Glass Castle,Indore,6329723.0,800,2
3 BHK Apartment - The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Chandigarh,10104440.0,1500,3
2 BHK Apartment - The Drowning Girls,Bhopal,10654421.0,1800,2
5 BHK Apartment - The Constant Princess (The Tudor Court #1),Bangalore,12057098.0,1500,5
2 BHK Apartment - The Bourne Identity (Jason Bourne #1),Kolkata,7598449.0,1000,2
1 BHK Apartment - The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Faridabad,11003251.0,1800,1
3 BHK Apartment - The Art Book,Faridabad,11662943.0,1800,3
1 BHK Apartment - The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Faridabad,12870519.0,2200,1
3 BHK Apartment - Team of Rivals: The Political Genius of Abraham Lincoln,Noida,9610011.0,1200,3
2 BHK Apartment - Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Mumbai,8789150.0,800,2
"4 BHK Apartment - Sit, Stay, Love",Kolkata,13675044.0,2200,4
2 BHK Apartment - Sister Dear,Gurgaon,6984562.0,650,2
